id_solicitacao,idade,renda_mensal,tempo_emprego_meses,score_bureau,divida_renda,historico_atraso_12m,consultas_bureau_6m,valor_solicitado,num_parcelas,possui_imovel,tempo_relacionamento_banco_meses,canal,regiao,inadimplente
13648,44,5837.25,48,664,0.482,1,0,35940.64,48,1,91,App,Norte,0
13649,50,3945.84,23,774,0.483,1,1,11950.68,48,0,38,Agência,Sudeste,0
13650,57,4818.74,12,659,0.481,1,1,38317.25,24,0,26,App,Sudeste,1
13651,18,3186.89,25,761,0.689,0,2,9526.61,24,0,75,Correspondente,Norte,0
13652,33,4438.39,58,652,0.233,0,0,6877.86,12,0,18,App,Sul,0
13653,19,2766.57,28,736,0.544,0,1,15214.47,60,0,86,App,Sudeste,0
13654,63,3046.23,68,512,0.331,0,5,5767.81,12,0,22,App,Sudeste,0
13655,49,1200.0,0,720,0.261,0,1,5422.35,24,0,104,App,Sudeste,0
13656,40,6242.16,34,540,0.683,1,2,56061.65,24,0,32,Agência,Sul,1
13657,47,3495.19,2,750,0.177,1,0,16319.63,48,0,11,App,Nordeste,0
13658,30,1929.22,13,700,0.452,0,2,12700.67,48,0,2,App,Sudeste,0
13659,34,1200.0,28,669,0.045,1,1,6186.12,60,1,54,App,Centro-Oeste,0
13660,31,7282.0,28,752,0.316,0,0,22429.08,36,0,33,App,Nordeste,0
13661,38,3397.74,14,543,0.419,0,1,6597.12,60,1,1,Agência,Nordeste,0
13662,18,8761.29,7,517,0.125,0,2,47221.95,12,1,39,Agência,Sudeste,0
13663,37,1224.53,90,594,0.348,1,0,3369.59,24,1,34,App,Norte,0
13664,42,4300.86,63,683,0.555,0,1,8087.58,48,0,4,Agência,Sudeste,0
13665,23,1523.95,138,702,0.042,0,2,7274.53,48,0,62,App,Sudeste,0
13666,38,6823.58,43,737,0.36,1,1,49617.5,24,1,67,Correspondente,Norte,0
13667,19,4558.07,7,626,0.09,1,1,29527.09,36,0,17,App,Nordeste,0
13668,39,3553.61,27,711,0.121,0,0,19576.33,12,1,10,Correspondente,Sudeste,0
13669,25,4821.33,4,597,0.35,0,0,41899.45,36,0,1,App,Sudeste,0
13670,21,3505.34,40,618,0.089,0,3,28893.46,24,1,2,Agência,Sul,0
13671,18,5376.2,50,740,0.415,0,1,10266.77,36,0,95,Agência,Centro-Oeste,0
13672,31,2390.75,10,599,0.239,1,0,16408.54,36,0,7,Agência,Nordeste,0
13673,40,3100.23,13,626,0.541,0,1,24723.06,24,0,29,App,Sudeste,0
13674,57,3158.32,38,605,0.077,0,2,20842.33,36,1,52,App,Sul,0
13675,38,5938.1,7,588,0.113,1,3,48440.01,36,1,33,Correspondente,Nordeste,1
13676,50,4395.13,5,531,0.159,1,0,35825.34,36,0,24,App,Sudeste,1
13677,73,10122.66,54,741,0.159,0,2,23067.06,36,0,80,App,Centro-Oeste,0
13678,38,5547.66,45,625,0.154,1,0,10771.18,48,0,7,App,Sudeste,0
13679,69,5865.76,17,697,0.161,0,0,28087.39,12,0,35,Correspondente,Sul,0
13680,40,12952.06,16,723,0.179,0,2,107366.43,48,1,21,Agência,Nordeste,0
13681,31,2516.37,21,667,0.351,1,0,18235.26,12,0,0,Agência,Nordeste,0
13682,33,5408.84,11,735,0.292,0,2,21538.36,12,0,9,App,Nordeste,0
13683,30,4707.63,29,630,0.523,0,0,33942.56,36,0,92,Agência,Nordeste,0
13684,31,11412.22,0,678,0.497,0,2,63435.34,36,1,89,Agência,Sudeste,0
13685,24,6140.22,22,733,0.366,0,1,15426.38,60,0,44,App,Sudeste,0
13686,51,1610.85,50,483,0.23,0,2,8801.78,24,0,29,App,Sudeste,0
13687,36,3355.56,76,715,0.385,0,1,13079.02,36,0,9,App,Sudeste,0
13688,44,1968.36,15,546,0.136,0,1,15965.32,12,1,30,Agência,Sudeste,0
13689,30,1643.88,4,586,0.066,0,0,5942.52,24,0,11,App,Sul,0
13690,35,3429.47,149,568,0.083,0,1,27017.28,12,0,22,Correspondente,Sudeste,0
13691,35,8195.86,22,697,0.411,0,3,72728.88,48,0,15,App,Sul,0
13692,18,1331.46,34,805,0.296,0,0,11771.93,48,0,13,Agência,Sudeste,0
13693,64,1200.0,110,637,0.794,0,0,3948.23,36,0,18,App,Sudeste,0
13694,37,1669.52,5,741,0.279,0,2,14219.35,36,0,50,Agência,Sudeste,0
13695,28,4558.88,51,590,0.135,2,4,33301.64,24,0,1,Agência,Sudeste,0
13696,36,2130.58,72,629,0.159,0,2,6880.79,48,0,17,Agência,Sudeste,0
13697,60,5394.59,70,671,0.267,1,3,24318.21,12,0,82,Correspondente,Sudeste,0
13698,38,2935.57,22,593,0.677,0,0,19243.87,24,0,1,App,Nordeste,0
13699,39,2923.98,26,644,0.31,0,0,19314.37,36,1,32,App,Centro-Oeste,0
13700,58,1200.0,32,681,0.11,0,1,6108.11,36,0,8,App,Sul,0
13701,54,2792.14,13,616,0.119,0,2,10560.18,60,1,2,Agência,Sudeste,0
13702,51,10388.32,2,566,0.391,1,2,27804.74,12,1,46,App,Sudeste,0
13703,48,2875.69,23,614,0.279,0,0,21214.73,24,0,18,App,Sudeste,0
13704,42,4800.28,5,561,0.024,0,0,15482.33,24,0,31,App,Sudeste,0
13705,42,1854.72,51,595,0.299,0,0,3066.46,60,1,8,App,Sudeste,0
13706,60,2698.24,5,660,0.189,0,1,22023.33,36,0,37,App,Sudeste,0
13707,23,8006.59,21,435,0.227,1,2,49408.08,48,1,48,App,Sudeste,0
13708,45,3693.93,34,588,0.226,0,0,32076.01,12,0,43,App,Sul,0
13709,40,2195.63,110,842,0.425,1,1,17754.08,36,0,42,Correspondente,Sudeste,0
13710,29,3000.66,2,531,0.397,1,1,20495.63,48,0,3,App,Sudeste,0
13711,31,2140.64,3,610,0.394,0,1,10578.99,24,0,3,Correspondente,Sul,1
13712,25,6491.49,29,788,0.378,1,0,41854.12,36,0,71,Agência,Sudeste,0
13713,42,1518.02,36,639,0.376,0,4,8677.57,36,1,7,Correspondente,Sul,0
13714,37,1829.08,7,712,0.33,0,3,13762.67,60,0,46,Agência,Nordeste,0
13715,43,3010.12,6,551,0.461,0,3,15952.7,48,1,85,App,Nordeste,1
13716,55,2505.5,61,804,0.09,0,2,12012.73,12,0,12,App,Nordeste,0
13717,51,2336.88,2,689,0.261,0,1,8589.87,12,0,61,Agência,Centro-Oeste,0
13718,39,2942.65,13,812,0.09,0,3,18077.13,48,0,29,App,Sudeste,0
13719,47,2443.98,25,724,0.226,0,0,12171.56,48,0,23,Agência,Nordeste,0
13720,52,6479.4,13,699,0.179,0,0,31777.33,48,0,10,Correspondente,Nordeste,0
13721,37,3403.64,18,751,0.185,1,1,29291.69,24,1,20,Agência,Sudeste,0
13722,49,1476.42,3,622,0.233,1,1,9402.87,24,1,118,Correspondente,Sudeste,0
13723,53,1942.33,28,629,0.507,0,0,6447.5,24,1,60,App,Sudeste,0
13724,55,4759.48,37,730,0.128,0,0,34064.51,48,0,5,App,Sudeste,0
13725,42,1828.47,11,718,0.257,0,1,3369.63,48,0,24,Agência,Nordeste,0
13726,47,3507.77,90,664,0.637,0,2,15246.38,12,0,180,Agência,Centro-Oeste,0
13727,41,4387.48,35,655,0.567,0,1,21479.04,48,0,69,App,Sudeste,0
13728,23,2839.23,85,638,0.247,2,1,15582.22,24,0,8,App,Sul,0
13729,37,3434.13,22,589,0.042,0,0,10078.82,48,1,20,Agência,Sudeste,0
13730,43,5891.09,49,670,0.648,0,1,40069.14,48,1,87,App,Sul,0
13731,26,2229.52,12,551,0.491,0,1,6377.55,24,1,4,Correspondente,Sudeste,0
13732,40,2252.32,39,543,0.076,0,0,18023.29,36,0,69,Agência,Sul,1
13733,27,2433.72,53,657,0.195,0,0,8007.59,24,0,25,App,Sudeste,0
13734,53,2613.24,89,538,0.602,1,2,7212.48,24,1,4,App,Centro-Oeste,0
13735,47,3157.87,158,757,0.286,1,1,17826.67,24,0,11,Correspondente,Nordeste,0
13736,23,6531.17,28,678,0.078,1,0,53709.42,36,0,2,App,Nordeste,0
13737,18,5082.96,74,600,0.31,0,2,15815.16,48,0,4,App,Nordeste,1
13738,42,4480.56,106,682,0.69,0,2,15218.33,60,1,3,App,Centro-Oeste,0
13739,49,2320.68,28,671,0.069,0,1,18050.42,12,0,18,App,Nordeste,0
13740,39,3068.04,51,829,0.115,0,4,21061.48,36,0,200,App,Nordeste,0
13741,45,3771.74,11,564,0.375,1,1,24022.1,48,0,6,Agência,Sudeste,1
13742,54,4601.02,16,661,0.921,0,1,15457.24,24,1,29,App,Nordeste,0
13743,32,2610.67,97,671,0.208,0,2,21538.59,24,0,41,Agência,Nordeste,0
13744,56,3944.08,61,543,0.331,0,0,13992.08,60,1,30,App,Nordeste,0
13745,42,2974.33,9,621,0.613,1,2,22774.17,36,1,2,Agência,Sul,0
13746,19,2120.19,77,638,0.164,0,0,7021.54,12,0,39,App,Nordeste,0
13747,48,4498.85,130,794,0.077,0,0,15081.22,36,1,0,App,Nordeste,0
13748,63,3979.83,16,736,0.122,2,0,34368.81,36,0,16,App,Sudeste,0
13749,44,6013.55,17,640,0.195,0,3,49832.51,36,0,29,App,Norte,0
13750,52,2782.7,88,438,0.85,0,0,8131.59,36,1,32,Agência,Sudeste,1
13751,57,4228.65,1,503,0.362,1,3,25991.12,60,1,67,Agência,Sudeste,1
13752,52,2536.19,13,597,0.409,0,0,10692.83,36,1,27,Agência,Sudeste,0
13753,50,1356.01,5,586,0.269,0,2,3201.74,48,0,18,App,Sudeste,0
13754,41,3752.65,1,752,0.939,1,1,29090.59,36,1,74,App,Sudeste,1
13755,29,9290.98,42,705,0.458,0,1,36494.59,24,1,28,Agência,Sudeste,0
13756,25,2987.14,10,493,0.106,0,2,20829.07,24,0,1,App,Nordeste,0
13757,46,1943.99,77,760,0.187,0,1,6950.96,24,1,18,Correspondente,Nordeste,0
13758,36,8296.58,38,743,0.278,0,2,35297.83,36,0,96,App,Sudeste,0
13759,51,2500.47,14,617,0.429,0,0,4077.65,48,0,1,Agência,Nordeste,0
13760,46,3218.37,15,684,0.282,0,2,11112.56,12,0,43,Agência,Sul,0
13761,54,5719.28,6,712,0.33,1,1,17392.49,48,0,4,App,Sul,0
13762,36,2562.39,36,675,0.22,1,2,11495.96,36,0,38,App,Nordeste,0
13763,42,2544.83,64,629,0.131,0,0,14866.27,48,0,17,App,Norte,0
13764,59,1200.0,2,813,0.569,0,4,3828.96,12,0,33,App,Sul,0
13765,36,4992.64,5,466,0.298,0,2,19812.86,48,0,5,App,Sul,0
13766,40,2632.33,26,498,0.418,1,0,6257.94,24,0,83,App,Sudeste,1
13767,38,6000.88,31,667,0.358,0,1,29491.71,48,1,30,App,Nordeste,0
13768,59,2073.37,10,661,0.426,1,0,7460.24,12,0,9,Agência,Nordeste,0
13769,31,4254.07,15,587,0.635,1,2,30182.29,48,1,33,App,Sul,0
13770,33,1887.37,59,655,0.362,1,2,7764.51,48,0,51,Correspondente,Nordeste,0
13771,43,6836.87,31,715,0.543,0,3,17969.86,24,0,2,App,Nordeste,0
13772,46,6914.16,72,631,0.026,0,2,53210.16,36,0,44,App,Norte,0
13773,34,3886.85,39,624,0.036,0,1,15670.64,60,0,77,Agência,Sul,0
13774,33,4122.5,7,665,0.195,1,1,19484.05,24,0,10,App,Nordeste,0
13775,44,4588.75,23,754,0.66,0,0,24090.97,48,0,63,App,Nordeste,1
13776,45,5562.58,6,585,0.607,1,1,48188.81,36,1,13,App,Sul,0
13777,24,2335.32,0,576,0.19,0,0,3819.55,48,1,38,App,Centro-Oeste,0
13778,33,4162.25,84,673,0.373,0,0,15296.86,36,1,53,App,Norte,0
13779,33,12163.92,5,584,0.559,0,1,54601.73,60,1,58,Agência,Sul,0
13780,51,12514.13,65,565,0.229,0,0,87463.95,12,0,3,Correspondente,Sudeste,1
13781,25,2099.3,11,551,0.309,1,2,8774.62,60,1,48,Agência,Sul,0
13782,45,3221.5,12,522,0.574,0,0,12540.21,24,0,111,Agência,Norte,0
13783,34,3398.34,34,447,0.555,0,2,29207.65,24,0,6,App,Sudeste,0
13784,30,3107.42,85,697,0.079,0,4,20483.2,36,0,8,App,Sul,0
13785,34,7684.08,21,613,0.434,0,3,13252.23,48,1,3,Correspondente,Sudeste,0
13786,32,6793.93,16,678,0.177,1,0,43083.18,24,1,7,App,Sudeste,0
13787,48,3895.0,78,733,0.079,0,4,23160.21,48,0,8,App,Sudeste,0
13788,57,2908.92,4,693,0.2,0,1,14108.3,24,0,7,Agência,Nordeste,0
13789,49,3181.47,22,808,0.186,0,2,25706.15,12,1,35,App,Nordeste,0
13790,38,1811.23,25,683,0.192,0,1,10232.87,48,0,15,App,Sul,0
13791,40,3449.19,14,703,0.104,0,0,19199.59,36,1,9,Agência,Sudeste,0
13792,48,2266.31,30,547,0.555,0,0,14340.57,24,0,36,App,Sudeste,1
13793,48,3050.54,39,625,0.346,0,0,13734.83,36,1,202,App,Sudeste,0
13794,42,3683.39,18,653,0.234,1,0,18155.53,24,1,35,Correspondente,Sudeste,0
13795,35,4572.48,13,813,0.025,0,2,36639.25,48,0,76,Correspondente,Sudeste,0
13796,29,4839.11,74,486,0.484,0,1,42891.5,36,1,27,App,Sudeste,1
13797,41,6967.67,52,701,0.28,0,1,25487.35,48,1,2,Agência,Sudeste,0
13798,47,10110.05,85,550,0.102,1,0,62689.68,24,0,23,Agência,Norte,0
13799,39,9225.98,81,732,0.451,0,0,38510.72,60,1,140,Agência,Norte,0
13800,41,3653.52,38,575,0.097,0,1,26765.41,12,0,22,App,Nordeste,0
13801,41,2350.29,67,499,0.603,0,0,20317.18,12,0,129,Agência,Sudeste,0
13802,37,2187.19,15,767,0.124,0,0,11593.84,36,0,8,Agência,Sudeste,0
13803,34,3035.74,113,754,0.708,1,1,26335.39,24,0,69,App,Nordeste,0
13804,21,10009.99,112,529,0.503,0,2,66501.44,48,0,142,Agência,Norte,0
13805,54,1200.0,119,716,0.424,0,0,7494.6,24,0,22,App,Sudeste,0
13806,57,2312.59,17,729,0.323,0,2,20079.07,24,0,2,App,Nordeste,0
13807,61,2940.45,16,652,0.555,0,4,4576.22,48,0,25,App,Nordeste,0
13808,57,3987.29,33,564,0.893,0,3,10696.77,60,0,0,App,Norte,0
13809,32,2467.35,7,564,0.404,0,0,18106.61,24,1,68,Agência,Sul,0
13810,26,4746.79,66,659,0.223,0,0,19747.09,24,1,38,App,Sudeste,0
13811,51,1241.82,3,572,0.354,0,3,10023.06,60,0,13,App,Nordeste,0
13812,49,4787.6,130,767,0.37,0,1,30437.64,24,0,70,Correspondente,Nordeste,0
13813,34,2431.61,84,690,0.109,0,5,14083.53,48,0,35,App,Sudeste,0
13814,56,3182.46,66,685,0.683,1,0,10825.58,24,0,113,Agência,Nordeste,0
13815,50,2772.95,50,681,0.408,0,0,9854.36,12,0,8,Correspondente,Sudeste,0
13816,36,7208.7,50,544,0.064,2,1,21869.5,48,1,17,App,Sudeste,0
13817,39,3829.38,36,598,0.177,1,2,15857.56,36,1,52,Correspondente,Sudeste,0
13818,25,3414.88,76,707,0.188,1,1,11447.12,24,0,71,Correspondente,Sudeste,0
13819,44,8542.34,4,549,0.643,0,0,49273.75,36,1,7,App,Centro-Oeste,0
13820,35,1485.67,8,492,0.416,0,1,11479.66,48,0,56,Agência,Sul,0
13821,46,1200.0,48,705,0.43,0,2,8340.04,36,1,13,App,Sudeste,0
13822,40,4797.98,63,823,0.291,2,2,9109.66,12,0,16,App,Norte,0
13823,44,7641.83,146,563,0.484,0,0,16118.34,24,1,52,App,Sul,0
13824,37,2655.17,36,752,0.319,2,0,6825.66,24,0,21,Agência,Nordeste,0
13825,50,3776.95,23,585,0.096,1,1,8688.41,24,0,11,App,Nordeste,0
13826,38,3172.49,1,534,0.289,2,4,13577.32,12,0,3,Correspondente,Centro-Oeste,0
13827,34,3070.09,8,631,0.256,0,2,16951.98,12,0,9,App,Centro-Oeste,0
13828,46,2610.36,7,734,0.086,0,0,5067.83,48,0,24,App,Nordeste,0
13829,30,6503.76,108,679,0.038,0,1,30713.73,48,1,5,App,Sudeste,0
13830,50,1937.19,31,720,0.364,0,1,15717.58,48,1,2,App,Sul,0
13831,51,3820.86,18,634,0.43,0,0,24936.22,36,1,10,App,Sudeste,1
13832,53,4520.97,14,787,0.34,1,1,16212.1,36,0,37,Agência,Sudeste,0
13833,66,2444.4,14,635,0.704,0,1,14533.67,36,0,23,App,Nordeste,0
13834,51,4142.24,26,744,0.696,0,2,27255.08,24,1,128,App,Sudeste,0
13835,27,1429.16,12,738,0.145,1,2,6369.54,36,0,64,App,Sudeste,0
13836,34,1857.72,33,759,0.533,2,0,11735.4,36,0,1,App,Sudeste,0
13837,28,4138.63,123,457,0.759,0,0,24155.44,24,0,58,Agência,Sudeste,1
13838,22,4559.83,51,529,0.048,1,2,22797.85,24,1,104,App,Nordeste,0
13839,38,6099.74,178,605,0.291,2,2,41033.22,48,0,141,App,Sudeste,0
13840,37,4919.63,80,535,0.246,0,0,40028.51,36,1,69,Correspondente,Nordeste,0
13841,66,1805.44,34,417,0.346,0,0,11763.83,48,0,43,Correspondente,Nordeste,1
13842,48,2546.82,4,537,0.348,0,1,4688.62,24,0,2,App,Norte,0
13843,36,7650.18,2,570,0.066,0,2,56203.25,48,0,64,Agência,Sudeste,0
13844,40,3124.77,12,662,0.057,0,0,24380.65,12,1,14,Agência,Sul,0
13845,42,2338.5,7,630,0.417,0,0,12272.04,48,0,25,App,Sudeste,0
13846,18,3894.7,6,578,0.048,0,1,27768.56,48,0,7,App,Nordeste,0
13847,46,4986.47,118,647,0.367,0,0,44694.15,12,0,21,Correspondente,Sul,0
13848,43,11236.64,181,711,0.18,0,1,46922.61,36,0,53,App,Sul,0
13849,34,2330.7,10,567,0.268,0,0,18904.11,36,0,18,Agência,Sudeste,0
13850,21,2012.84,34,588,0.213,0,0,4054.81,24,0,92,Correspondente,Sudeste,0
13851,36,8585.63,78,677,0.204,1,0,65550.71,24,1,15,Agência,Sul,0
13852,20,1857.85,34,677,0.32,1,5,9024.88,12,1,4,Correspondente,Sudeste,0
13853,56,2688.08,41,545,0.07,0,3,15502.7,24,1,65,Agência,Sul,0
13854,45,6602.12,13,706,0.178,0,1,46211.35,60,1,1,Agência,Nordeste,0
13855,26,2412.79,3,780,0.257,2,1,18927.67,36,1,81,App,Norte,0
13856,41,3191.28,4,792,0.131,0,0,15842.13,48,1,19,App,Nordeste,0
13857,38,4425.3,68,512,0.24,1,0,12309.68,24,0,15,App,Nordeste,0
13858,25,2790.53,44,568,0.256,1,1,14978.96,48,0,17,App,Sudeste,0
13859,45,3181.55,13,775,0.306,0,2,9089.48,36,1,55,App,Sul,0
13860,18,2497.33,0,630,0.795,1,1,12308.8,24,1,9,App,Sul,1
13861,58,3247.0,1,660,0.196,0,0,26528.93,24,0,17,App,Nordeste,0
13862,34,4538.62,92,668,0.188,0,1,38528.67,24,0,47,App,Norte,0
13863,45,2280.51,94,633,0.304,0,0,15502.08,24,1,29,App,Sudeste,0
13864,40,1915.83,48,586,0.167,1,2,16229.77,48,0,34,Agência,Sul,1
13865,42,3758.33,45,801,0.61,1,1,12683.52,36,0,26,Correspondente,Centro-Oeste,0
13866,29,1434.75,15,644,0.588,1,0,10256.62,12,1,44,Agência,Nordeste,0
13867,36,2964.23,174,695,0.105,0,1,24985.05,60,0,5,App,Nordeste,0
13868,47,5252.74,27,782,0.299,0,0,17904.95,24,0,48,App,Sudeste,0
13869,31,4884.54,36,592,0.49,2,1,26391.98,60,0,42,Agência,Sul,1
13870,32,2153.23,9,850,0.558,1,2,7176.25,48,0,15,App,Centro-Oeste,1
13871,43,2786.59,40,693,0.494,2,1,6228.35,48,0,26,App,Sudeste,0
13872,41,2405.37,51,552,0.685,1,1,21221.06,36,0,14,App,Nordeste,0
13873,33,7594.36,1,572,0.224,0,2,31287.4,48,1,47,App,Sudeste,0
13874,37,6747.8,6,665,0.678,0,2,43558.61,48,1,21,Agência,Sudeste,0
13875,25,2658.56,17,578,0.779,0,0,22211.55,60,0,15,App,Sudeste,1
13876,36,3614.8,54,552,0.168,1,1,23706.23,12,0,18,Agência,Sul,0
13877,32,4010.91,1,629,0.187,0,1,30922.45,48,1,3,App,Sudeste,0
13878,23,4629.02,51,825,0.342,0,2,17625.04,36,0,18,App,Sudeste,0
13879,63,2507.29,9,677,0.043,0,0,7061.44,36,0,8,App,Norte,0
13880,46,1707.93,17,586,0.211,0,1,9072.65,36,1,11,Agência,Norte,0
13881,20,3482.53,14,648,0.632,0,1,31331.12,48,0,22,App,Norte,0
13882,18,2637.34,7,559,0.148,1,2,13127.4,24,0,51,App,Sudeste,1
13883,54,7132.03,158,650,0.194,0,0,62194.69,24,0,114,Agência,Nordeste,0
13884,36,13740.35,12,713,0.265,0,2,120286.44,48,0,5,Correspondente,Nordeste,0
13885,31,5092.97,9,551,0.253,0,1,27416.72,48,1,55,Agência,Nordeste,0
13886,39,1720.72,102,553,0.14,1,2,8906.34,24,0,20,App,Sudeste,0
13887,43,4945.05,2,658,0.485,0,0,28100.32,48,0,22,Correspondente,Sul,0
13888,54,2333.57,10,638,0.098,0,1,9384.37,36,0,109,Correspondente,Nordeste,0
13889,18,5615.31,63,658,0.225,0,2,11496.42,48,0,140,Correspondente,Norte,1
13890,35,2334.43,100,526,0.022,2,0,6022.45,48,0,3,App,Sudeste,0
13891,31,1282.47,45,689,0.761,1,2,6788.18,24,0,121,Correspondente,Norte,0
13892,44,4829.66,126,812,0.504,0,1,31697.06,12,1,35,App,Nordeste,0
13893,47,3758.63,1,621,0.384,3,2,18574.8,24,0,20,App,Sudeste,1
13894,51,8579.43,41,635,0.627,0,2,77174.19,36,0,27,Agência,Nordeste,0
13895,36,6984.48,29,579,0.707,0,0,47691.91,36,0,51,App,Sudeste,0
13896,56,2091.8,44,571,0.242,0,1,5695.01,24,0,15,Agência,Sudeste,0
13897,21,2401.58,125,530,0.082,0,0,19671.88,36,0,10,Correspondente,Sul,0
13898,22,4013.11,24,850,0.336,0,1,15041.27,12,0,24,Agência,Nordeste,0
13899,47,3617.76,3,634,0.094,2,0,8898.37,36,1,34,App,Sudeste,0
13900,52,3141.04,229,745,0.116,0,3,23084.57,48,1,13,App,Sudeste,0
13901,20,2612.9,4,591,0.332,0,2,14031.59,36,0,88,Correspondente,Sudeste,0
13902,32,2123.54,16,615,0.391,1,1,8787.45,48,0,36,App,Sudeste,0
13903,51,1200.0,7,656,0.498,0,1,2031.27,24,0,8,App,Norte,0
13904,20,2678.98,45,697,0.144,0,3,23514.03,36,0,82,Agência,Centro-Oeste,0
13905,40,1200.0,7,632,0.289,0,0,9435.71,36,1,2,Correspondente,Sudeste,0
13906,23,1200.0,4,695,0.664,0,1,10615.72,36,0,31,Agência,Centro-Oeste,0
13907,22,4927.27,14,580,0.221,0,1,42323.69,12,0,12,App,Nordeste,0
13908,35,11349.83,56,654,0.108,0,1,28668.3,36,0,13,Correspondente,Centro-Oeste,0
13909,51,12748.41,54,583,0.447,0,0,75386.05,48,0,47,App,Sul,0
13910,44,1999.73,262,768,0.285,0,1,5566.16,12,0,49,App,Nordeste,0
13911,49,5409.12,3,778,0.463,1,3,8937.67,48,0,209,App,Centro-Oeste,0
13912,39,3222.9,33,657,0.118,0,2,27276.55,24,1,4,App,Norte,0
13913,27,6775.22,83,805,0.197,0,0,39064.43,60,1,19,App,Sudeste,0
13914,41,4119.17,13,688,0.389,0,3,13901.5,24,0,21,App,Sudeste,0
13915,21,5198.99,50,742,0.298,1,0,11159.58,48,1,46,Agência,Nordeste,0
13916,40,15092.78,138,635,0.391,1,3,69892.67,60,0,31,Agência,Sudeste,0
13917,57,17524.23,6,788,0.196,0,1,58213.77,24,1,66,App,Sudeste,0
13918,29,2409.68,28,757,0.424,0,1,16373.31,36,0,23,Agência,Sul,0
13919,61,2490.02,32,720,0.468,0,0,4617.57,36,0,11,App,Sudeste,0
13920,42,3531.51,23,705,0.549,2,2,23559.42,48,0,29,App,Nordeste,0
13921,43,3301.94,7,501,0.196,0,0,16554.36,60,0,21,Agência,Sudeste,0
13922,43,2730.36,69,488,0.4,0,1,16444.36,36,1,40,Agência,Nordeste,0
13923,30,4045.9,21,807,0.149,0,1,24338.07,60,0,118,App,Sudeste,0
13924,39,10140.08,6,671,0.039,1,1,46031.38,12,1,76,App,Nordeste,0
13925,19,2430.6,4,729,0.163,0,0,12311.76,24,0,15,App,Sudeste,0
13926,28,5922.48,198,764,0.16,0,2,22370.82,36,1,51,App,Nordeste,0
13927,49,1700.97,50,595,0.032,0,1,12755.22,48,0,8,App,Centro-Oeste,0
13928,57,1200.0,47,485,0.356,0,1,3372.86,60,0,15,Agência,Sudeste,1
13929,44,1210.56,60,589,0.9,0,0,10660.61,24,1,9,App,Sudeste,0
13930,41,3267.23,25,320,0.194,0,0,16335.54,36,0,46,Agência,Sul,0
13931,32,1304.64,28,593,0.191,0,1,2344.02,60,0,59,Agência,Sul,0
13932,32,1200.0,16,666,0.554,1,0,3950.46,36,0,6,Correspondente,Sul,0
13933,45,4895.36,51,425,0.211,0,4,9460.71,60,0,3,App,Nordeste,0
13934,41,7455.97,55,590,0.269,1,1,20015.62,12,1,0,Agência,Sudeste,0
13935,42,5940.73,30,594,0.39,0,0,32991.14,24,1,53,Agência,Norte,0
13936,31,5309.18,26,411,0.189,0,1,16459.34,48,1,18,Agência,Sudeste,0
13937,43,1200.0,15,624,0.268,0,0,9510.67,36,0,44,Agência,Norte,0
13938,33,1789.88,35,747,0.183,0,1,3506.23,24,0,28,Agência,Sudeste,0
13939,44,2139.25,63,563,0.118,1,0,3235.91,36,0,4,Agência,Sul,0
13940,57,4558.71,34,754,0.108,0,1,17046.1,36,0,35,App,Nordeste,0
13941,26,3595.28,51,731,0.72,0,3,17143.5,60,0,16,App,Nordeste,0
13942,62,4556.13,150,633,0.123,1,0,38594.46,12,0,10,App,Centro-Oeste,0
13943,34,2588.28,39,579,0.282,0,2,15331.92,24,0,10,Correspondente,Sudeste,1
13944,28,3445.04,18,612,0.352,0,1,19987.46,24,1,63,Correspondente,Nordeste,0
13945,36,3000.87,4,720,0.296,0,2,26028.26,48,0,4,Agência,Nordeste,0
13946,29,4413.07,11,559,0.138,1,0,11064.26,24,0,23,App,Centro-Oeste,0
13947,40,2258.32,41,707,0.245,0,1,17460.92,48,0,17,Correspondente,Nordeste,0
13948,49,4409.25,8,600,0.174,0,2,9129.5,48,1,51,Agência,Sudeste,0
13949,31,3872.64,4,646,0.376,0,2,18715.96,12,0,31,App,Sudeste,0
13950,39,3871.48,60,765,0.222,0,0,13213.73,24,0,60,Agência,Sudeste,0
13951,36,2964.12,71,768,0.098,0,4,13971.41,48,0,32,App,Sul,0
13952,44,5571.3,40,723,0.408,1,2,29127.83,48,0,21,App,Nordeste,0
13953,18,1845.09,92,597,0.224,1,1,12961.7,36,0,7,App,Sul,0
13954,31,3000.21,104,563,0.578,0,1,13414.94,36,1,1,Correspondente,Nordeste,0
13955,23,1863.39,35,614,0.405,0,1,3014.28,36,1,85,App,Nordeste,0
13956,32,3834.1,3,652,0.127,0,1,29866.89,24,0,157,Agência,Sudeste,0
13957,44,4586.27,6,499,0.326,0,2,36380.69,60,0,97,Agência,Nordeste,0
13958,27,5262.81,37,732,0.304,1,3,23186.1,60,0,8,App,Sudeste,0
13959,41,4116.98,8,793,0.206,0,2,13226.78,24,0,55,Agência,Sudeste,0
13960,55,5613.76,2,571,0.563,0,0,29818.03,48,0,42,App,Sul,0
13961,62,3359.07,172,753,0.262,0,3,27933.49,24,1,13,App,Centro-Oeste,0
13962,18,4518.98,3,731,0.486,0,4,35388.39,36,0,87,App,Sul,0
13963,28,3808.16,14,708,0.871,1,1,7743.21,24,0,24,App,Sudeste,0
